class,Preprocessed
1,rt brandonbangerz mostafa amp guy thought sharkiesha shovel girl crazi snap bitch nose http co
1,rt brandonondrum still bitch rt mryungon lol tweet lose
2,rt brandontierney crook number follow shut frame love yanke
2,rt brandontierney grind yanke
1,rt brandontweet el rememb bitch http co mjrypfcjpd
1,rt branninwgl rt qb hitman rt latri that babi mom though rt tyga hoe
2,rt braveconwarrior graphic gt christian massacr jihadi muslim slept includ pastor wife amp kid http co
1,rt breadtruckkbri voiceofdstreetz breadtruckkbri hoe gon come amp amp go feel boy lol
1,rt breadtruckkbri denzi hoe
1,rt breebgorg femal day like anyth freaki nigga gossip like bitch
1,rt brendaaaa love mari jane codin love hoe
1,rt brennanculp hoe judg get hurt someon process straight ab
2,rt brentland charli last two song quasi religi song sake whiteironband come next
1,rt brezsha imani tweet like bitch broke heart
1,rt briwh nigga gossip like hoe em bitch
1,rt brianfromwork thatonegirlpink col tuquick naw bitch want attent respect real woman want respect truth
2,rt brianhopecomedi daddi batman parent dead yup superman yup go die sad ho
1,rt brianndominguez unfollow got app bitch
2,rt brianndominguez gasolin daddi yanke
2,rt brianndominguez green yellow lil wayn
1,rt briannachevonn bird feather flock gether hoe friend hoe bitter woman bitter one hater hater
2,rt briannalovesa sick head cold suuuck top justusabbott challang beer chug
1,rt brickannn bitch slutti enough without costum lol damn
1,rt brickyardbeezi use chase hoe dollar ign
1,rt brickyardbeezi money hungri man bitch nuffin
1,rt brit stratton justif bitch face thank zzachbar http co gilje x
1,rt brit stratton bitch face point zzachbar thank
1,rt brittanni pull ex make bitch mad
1,rt brocultur dive pussi like http co yboiklkbt
1,rt broaddayjay fella rememb stock thermal timb dyke buy
1,rt brodybolerjack tonyjohn john honest got hoe differ area code
0,rt broganwebb beyonc trash
2,rt broganwebb wiz garbag put trash known beyonc put dumpster known vma
1,rt brooklynkc vivalaquintaa ye love like pussi money weed
1,rt brooksbeau follow spree cunt retweet followmebeau
1,rt brooksheineman youngpeezyy jorg bitch
1,rt brooooo hoe trynna gay lmao
1,rt brosconfess ate pussi first time today say think may new favorit food michigan
1,rt brosconfess nice girl bitch asshol girl want dick womanlog
1,rt brosconfess peopl congratul lose weight health realiti lost weight could fuck hot bitch
1,rt brosconfess unlik lot bro actual care girl love call pussi call
2,rt brosconfess charli sheen legend forthebro http co nbyjumikqa
1,rt brosconfess pussi http co j usrlfo
1,rt brosconfess ungrat bitch http co aqcgkbxkcm
1,rt broski bitch look wen hear song da club http co f oycfk
1,rt broski lauderdal hoe
1,rt broski call st thing da let know dat pussi yo mind
1,rt broski lmao bitch hate u still follow u
1,rt broski nigga dat get pussi usual one thirstin big ugli bitch givin confid
1,rt broski sum u bitch old brace
1,rt brothaluk nigga need money fuck bitch
1,rt brownskinliquor hoe
1,rt brownskinn trust none bitch trust none hoe
2,rt bruceforc studi bird close see spot femal done even limit bird watch skill http
2,rt brucevh get pain experi like cross monkey bar let go point order move forward
1,rt brucewayneakia nigger dont like http co lrdpize
1,rt brwnskingirli soulja boy bitch aggrav nag amp shit hope ion sound like
1,rt bryanbalsamo dev could tri money feel better pussi ever
2,rt bryanhoch day yanke pitcher catcher report
1,rt bryceserna pussi grab booti love booti appreci booti
1,rt bubbafishh huntermoor clair mac cunt still talk holi fuck get breast cancer alreadi
1,rt bubzayi one eye take bitch http co x r fmeae
1,rt buckeyewear want popcorn hoe bol
1,rt buckm se eric marin whiteponyjr jc faggot lil attent whore fuck mute
1,rt buckm se wildblood seen look like impress dont talk shit dirt look bitch
1,rt buckm se whiteponyjr ivanrabago drink beur kid plu ur faggot anyway
2,rt buckm se abel yr old beaner work home depot want hang major l
0,rt buckm se chava need stay lane keep send gyro hell dont want big boy dirt infest as beaner
0,rt buckm se dont get draft squad gon na problem drop faggot jesu
0,rt buckm se kill beaner
1,rt bucki montana high school er bodi catch hoe lmao http co bpfz sl mp
1,rt budahefn breathtak wake morn give head bitch
1,rt budahefn fuck dat bitch
1,rt budahefn like blow loud wit bad bitch
1,rt budahefn hoe blood
1,rt budahefn roll let get high let get high bitch
1,rt budahound pop life fame bitch stalk life bitch thang
1,rt budapecanshellz bitch need ray rice http co tx afhddf
1,rt bugal hoe would never get skin
1,rt bugatti bee bad bitch attitud nasti ooh ooh song hoe loveoohyi skyylevelmedia holipalooza atl http co ashaa
1,rt bullhunitproof bruh said black girl pussi tast like attitud argument lol
1,rt bulletdeezi wan na skinni amp fit sike thick bitch got go as fat thundathigh jellyrol imstillsexi
1,rt bullhammerpt humbleteej trillsmith onthewrit shut bitch as got someth say mention peezi eye bit
2,rt burgerk chicken fri oreo shake perfect http co pdiglrbhjz
1,rt burrgo hang hoe gon na turn hoe
1,rt buttholeteeth pussi look like die six month ago
2,rt buzzfe photograph hid trash get ador engag photo http co zovjewyh http co f vaux stw
1,rt bvttousaibonez ross tha biggest bitch
1,rt bwti sympathi peopl bitch situat get
1,rt cburrandjam mom happen insert old friend name use close fuck bitch
1,rt champagn karma bitch dish take
1,rt chlldhoodruin aint hoe get traphouseee http co gfohputvhp
1,rt chlldhoodruin great daquan got pregnant gon na nigger grandbabi http co aayrrknbt
1,rt chlldhoodruin bitch as nigga squar http co xk rpf npi
1,rt chlldhoodruin rt spark hoe http co bf amgwpo
1,rt chlldhoodruin got ta keep hoe point http co gweficrebh
2,rt chlldhoodruin iphon trash watch glo http co xywpaslcob
2,rt chlldhoodruin paid hold monkey look monkey real af http co ngecuwehhb
1,rt chlldhoodruin taught hoe pose http co aiobo baa
2,rt chlldhoodruin take trash night http co uhxtogp jz
1,rt chlldhoodruin u deep pussi http co ufahhyru
0,rt chlldhoodruin el hate bitch nigga http co jwgmv yet
1,rt cmpunk brandonspear cunt brandon cunt
2,rt cnnmoney breath easi twinki due back shelv summer http co pflatel sx
1,rt cod pr b yeah think get earli tonight get good night rest tonight bitch tonight
2,rt cp report say femal victim shot wait oreo mcflurri
0,rt c phil man tri eat kylegotjok nigga said bitch show nothin http co u
1,rt c pritchett bookieg money buy love pay pussi
1,rt c da esquir tweet last night pussi as dick breath morn
1,rt calvii troncat theyr afraid bitch person
1,rt candi n vodka everi nigga press pussi special
1,rt candi n vodka hoe leav shit nigga bc yo shit nigga n want hoe win
1,rt caciteamordi wan na hoe
2,rt cajun peach human delici ho rt peta smarter dog year old child eat http co ert
1,rt cakebosslex laughatproblem need bitch danc http co jdxid dk lmfao ode
1,rt calistrong probabl fuck yo bitch homi
1,rt callherebbi girl let rus pay pussi never see meanwhil read nigga tweet
1,rt callmerene think im high naaa maddd toe im diein hear naa damn dawg ol bitch as toe
1,rt callmerene inkkofrosess callmerene bad bitch im log everybodi shit hell yeaa seen tiff tweet f
1,rt callmerene inkkofrosess callmerene wussup bitch cool hoe
1,rt callmerene inkkofrosess callmerene wussup bitch nun finna take
1,rt callmerene inkkofrosess stupid as toe dog dam bitch mad toe dumb hoe yo toe aint wan na stomp
1,rt callmerene inkkofrosess bojieasx ohh bitch might pas lol
1,rt callmerene inkkofrosess hey hoe
1,rt callmerene inkkofrosess yasss bitch
1,rt callmerene beat tho bitch im tri bone
1,rt calomitchel fuck titl bitch throw as back ye ye
1,rt camanderson francoiskilljoy sole might reaction everyon said brand trash yet sh
1,rt cam major naw b tho u let say u got like bodi u def hoe lol there debat
1,rt cameron hoe cellphon bill month
1,rt canifuckornah bitch sweetheart u feel
0,rt cancer kevin timrosscomedi michael craig feel like tim ross nigger
1,rt cantbeloc bruh hoe psychic http co pf kpvz
1,rt cantbeloc command hoe http co z pyxgpj
1,rt capitalt put ya hoe ya girlfriend
1,rt capotoheaven nigga cheat even know bitch name shit aint cheat
1,rt capotoheaven soror girl absolut worst bitch
1,rt cappdaprez bust dat pussi wide open
1,rt cappdaprez tell bitch dont rt shit unless u suckin fuckin
1,rt caramelkushh bitch love wyandanch nigga tell alway see yall bitch wit keep frontin
1,rt carlcjsmith tell girl never eat pussi cu lost mean sex bore
0,rt carlozxivir vocatoast ching chong
1,rt carmeelacuuh like wassup bitch huh noth thought hoe lt
1,rt carsontyl thompson era hell yea ill rep shirt fam lol betterwithpet teamdonni hoe
1,rt carterboy leak fuck car got ta know hoe
1,rt carxlito tropicaldrew tonygetsbj know dana whore get rid rn donat one bitch
1,rt cashoutmolli bitch stupid get cheat man wan na go fight girl bitch leav nigga move
1,rt cashbethemot havemercyyi killquana ooh yea gucci get hoe
1,rt cashmer nasir skinnybe bosslifepiff lil stupid lil bitch fuckin bug sean voic
1,rt causewereguy call girl bitch get offend u put bad front swear queen
1,rt causewereguy dumb bitch lol http co zbuo zoj e
1,rt causewereguy element number bromin come number ho holmium therefor bro hoe
1,rt causewereguy flirt bitch twitter like http co pgoqqji
1,rt causewereguy freez bitch gon na steal heart http co zksyuwv qv
1,rt causewereguy get unlimit pussi high school http co yadezrr
1,rt causewereguy drop song togeth bitch never run quot http co witdiigcy
1,rt causewereguy littl bitch http co flicl
1,rt causewereguy bro hoe bro girlfriend find good girl need put everyth
1,rt causewereguy kiss girl actual realli like feel better fuck sloppi hoe
1,rt causewereguy life bitch harsh enough guy need girl make feel better help reliev stress
1,rt causewereguy list bitch want dick http co rilgvboghl
1,rt causewereguy marilyn monro biggest hoe time bitch worship like got nobel prize fuc
1,rt causewereguy bitch as chick flick ever sad movi http co olmajvztpr
1,rt causewereguy sex st date dont mean hoe wait day wont make wife cute pic dont mean happi amp tit
1,rt causewereguy text bitch make dream come true
1,rt causewereguy know hoe like http co nvln xlinw
1,rt causewereguy bitch talk boyfriend http co keejvwbgbr
1,rt causewereguy fakest bitch know tweet real http co lhq guciaw
1,rt causewereguy marri hoe realiz year later http co bidlpeoa p
1,rt causewereguy realiz bae hoe http co okvjxdl zw
1,rt causewereguy pussi http co ufrr rdcxm
1,rt caymariee said like u got money forget yo ex bitch broke
1,rt caymariee love bffl even smoke bday bitch gone b turntttt fa
1,rt caymariee bitch turn bitch turn
1,rt cbazzthagreat wan na know bitch hygien par wipe behind bitch ear put nose flinch got ya
1,rt cdashray gunna bitch take ya as home
1,rt cesar wtx pink nippl cute look nasti bitch
1,rt chaboylilbil lightup sketcher definit kick foot togeth watch bitch flock sentenc blind bitch yo
1,rt charlezhussl candi corn amp peep hoe candi simplysoul francisjstn candi corn trash super trash
1,rt chaaaauncey top cartoon bitch id fuck shego dexter mom lola bunni jessica rabbit timmi turner mom
1,rt chaantelli beyonc seem like bitch
1,rt chadjordan chad got hoe text instead hoe http co jcsqhezorl
1,rt chadjordan hoe gave head say turn http co vhfbltqlnv
1,rt chadmatz rachelcoursey alexame lol turn earli bunch pussi
1,rt chadruhlig suicid girl hope get job hope go school hope silli bitch
1,rt chaldeancuti vivalaquintaa bunch peni timelin liter u want dm u pussi lol
2,rt chamsfac music earli bird catch worm peopl
1,rt channymaraj prolli ate ur dad hate aintitjayi ok dad rt channymaraj bitch realli son tho lmaoooooo
2,rt chanseydarapp make way right trash rt dwyanewad new season new shoe makeyourownway wayofwad http
1,rt charlesbwaffl bitch internet relationship tho like you lone hoe
1,rt charlesbwaffl bitch lone rt stname bravo femal michigan like seagul find nemo come
1,rt charleslacross gator need gat punk as bitch
2,rt charli gru wife sort boot scootin sing littl le talk lot action ho
1,rt chasemychuck viva base callm jetson hoe as nigga hoe as nigga x
1,rt chasencash nigga mental date femal never met instagram doubl tap n ho much mane
1,rt chavodagreat trevaughnlg frfr come parti wimmi leavin shithol til summfest leavin di hoe
1,rt chayeezi bitch got fuck devot life lord got ta stand like aint mad http co
1,rt cheddar dude take selfi aint cute ya pussi
1,rt cheefpolo bitch wan na post thirst trap ima pay water bill month gon thirsti
1,rt cheefpolo nigga like get time pussi get joke fam time zero
1,rt cheefpolo trippin rock gt gt trippin bitch
1,rt cheefpolo bitch love come public nake espndaniel basedlightskin http co wgd mnd v
1,rt cheefpolo hate bitch like deeper deeper bitch u thought spare dick back pocket save
1,rt cheefqueef chocol pussi jennnvee favorit candi
1,rt cheefqueef well damn passdapiff make singl mother rt lilti real final get pussi amp garbag
1,rt chefboirle yall hoe cook sunday huh
1,rt chef rather see wifey happi see hoe nake common sen nigga treat hoe better one love
1,rt chello sosa nigga gang ju tryna fit ju tryna get somebodi ride fa em wit u nigga bitch
1,rt cherrybbi xoxo bitch go freak packet
0,rt cheyennewright villasenor mean faggot lol
1,rt chichi know chri brown bitch everyon talk relationship come two femal charlemagn say sam
1,rt chickencoleman need hoe man real shit
1,rt chicoflicoflam everi super hero bitch except iron man peter parker biggest hoe loser as nigga bitch crib whip
1,rt chicothewolf davidpullsbitch davidam tweetsomethingyougetalot go talk hoe
1,rt chiefcaitlin forgot one letter guy promis illiter hillbilli
0,rt chiefkeef dat bitch kati perri suck skin dick
1,rt chiefkeef finna fli thot get back make bitch fli like peter pan shit
1,rt chiefkeef bitch fuckin ju thot mean tryna take shit next level
1,rt chiefkeef shannon said u hoe cant wit glo
1,rt chiefkeef pussi broski ju turn
1,rt chiefkeef niggaz get emotionaaa remind bitch
1,rt chiefop badcombin ugli bitch loud af
1,rt chiief pboy well say fuck hoe made money
2,rt childishgarbino part cousin danni yanke swap pretti hilari clever danni danvii http co fkdeyzqt
1,rt chill nigga twenti stress bitch playin game straight lol
2,rt chinaafricablog nice round voic china africa relat china africa trade orient allur http co dwjovmeb
0,rt chingonab staycoolwheel mj well geno ultim faggot elmaestro got show queer eat
2,rt chip kid listen na show new perspect come ghetto like pimp c
1,rt chippewaskylark love celeb nude leak girl trash bodi tri critiqu
1,rt chivasge fuck swole fag
